app_dataGenerationInterval,constraintAreaMaxX,constraintAreaMaxY,mobility_noOfLocations,mobility_Hosts,mobility_speed,numNodes,app_dataSizeInBytes,forwarding_maximumCacheSize,peakdiskspaceusedbytes,peakramusedsimbytes,peakramusedresultsbytes,totaljobclocktimesec,mobility_nodeId,applicationLayer_KHeraldAppForDifferentiatedTraffic,applicationLayer_KMessengerApp,forwardingLayer_KKeetchiLayer,forwardingLayer_KOptimumDelayRoutingLayer,forwardingLayer_KProphetRoutingLayer,forwardingLayer_KRRSLayer,forwardingLayer_KSpraywaitRoutingLayer,linkLayer_KWirelessInterfaceWithContactTraces,mobilityType_SWIMMobility,mobilityType_ContactTraces
1,1000,1000,400,500,1.5,1000,100000,100000000,592526938280,82180399104,137503694848,122715.946553,0,0,0,0,0,0,1,0,0,1,0
9,1000,1000,300,400,2.5,1000,100000,10000000,251540446114,55266095104,90299961344,67268.404286,0,0,0,1,0,0,0,0,0,1,0
1,1000,1000,100,300,1.5,600,10000,5000000,292776273391,401440202752,69733195776,274664.622773,0,0,0,0,0,1,0,0,0,1,0
1,500,500,500,600,3.5,650,100000,5000000,393476237099,43749421056,74999005184,76181.047928,0,0,0,0,0,0,0,0,0,1,0
1,500,500,100,100,1.5,500,100000,1000000,304079054975,33364619264,55519014912,53420.313009,0,0,0,0,0,0,0,0,0,1,0
9,1500,1500,100,500,1.5,600,1000000,10000000,134920624251,28071956480,51360202752,27359.292717,0,0,1,1,0,0,0,0,0,1,0
1,500,500,150,300,3.5,700,10000,1000000,640276875684,42223140864,151282360320,142955.817394,0,0,0,0,0,0,1,0,0,1,0
90,500,500,200,300,1.5,700,10000,1000000,128384015793,30313455616,48600375296,29397.077533,0,0,1,1,0,0,0,0,0,1,0
9,1000,1000,250,400,3.5,700,100000,100000000,171620171132,50588594176,54311993344,34827.966865,0,0,0,0,0,0,1,0,0,1,0
9,1500,1500,300,300,1.5,700,10000,1000000,167594205755,37214330880,58443530240,35325.363864,0,0,0,1,0,0,0,0,0,1,0
90,500,500,500,100,1.0,400,10000,100000,69909005254,22632894464,30706065408,12403.423075,0,0,0,0,0,0,0,1,0,1,0
90,1500,1500,200,50,2.5,500,100000,1000000,113926904347,27157118976,35903160320,19726.285012,0,0,0,1,0,0,0,0,0,1,0
90,500,500,300,500,1.5,400,10000,1000000,152798429751,20103938048,35787866112,28391.022849,0,0,1,0,0,0,0,0,0,1,0
9,1500,1500,200,100,1.5,500,10000,100000,160455175894,21932474368,36582158336,21507.863761,0,0,1,0,0,0,1,0,0,1,0
1,1500,1500,500,200,1.5,600,10000,1000000,107175528504,28619530240,47610417152,21054.405515,0,0,1,1,0,0,0,0,0,1,0
1,1000,1000,50,600,1.0,400,10000,100000,218570943137,25916841984,45342400512,30623.683244,0,0,0,0,0,0,0,1,0,1,0
9,1500,1500,150,100,3.5,400,10000,500000,100762580296,23857582080,33880936448,15640.71007,0,0,0,0,0,0,0,0,0,1,0
1,1500,1500,250,350,2.5,400,100000,1000000,227235308503,25008283648,44870123520,29018.517422,0,0,0,1,0,0,0,0,0,1,0
9,1500,1500,100,300,1.5,400,10000,500000,82471873370,89828671488,33573187584,67528.064679,0,0,0,0,0,1,0,0,0,1,0
30,1000,1000,100,300,3.5,400,10000,1000000,136309705827,17581146112,34206920704,17601.811544,0,0,1,0,0,0,1,0,0,1,0
1,1000,1000,300,300,1.5,400,100000,1000000,81649435875,19962085376,31482212352,11767.048921,0,0,1,1,0,0,0,0,0,1,0
1,1000,1000,100,700,1.0,400,10000,1000000,73139128555,21498118144,32748781568,19679.288397,0,0,1,0,0,0,0,1,0,1,0
9,1000,1000,50,400,6.0,400,100000,5000000,105270267043,20478742528,32542695424,25503.723035,0,0,1,0,0,0,0,0,0,1,0
1,500,500,500,1000,1.5,600,1000000,10000000,155188115114,32108941312,53014917120,30494.90521,0,0,1,1,0,0,0,0,0,1,0
9,1000,1000,300,200,2.5,500,1000000,1000000,108015510737,27653595136,35216338944,19707.029936,0,0,0,1,0,0,0,0,0,1,0
1,500,500,100,100,1.5,500,100000,1000000,304078826727,33364619264,55519014912,52067.839222,0,0,0,0,0,0,0,0,0,1,0
1,700,700,200,300,1.0,700,100000,5000000,134844607894,37862445056,53695074304,61177.139505,0,0,1,0,0,0,0,1,0,1,0
1,500,500,500,600,3.5,650,100000,5000000,393476197435,43749421056,74999005184,75551.311526,0,0,0,0,0,0,0,0,0,1,0
9,1000,1000,300,700,1.5,700,1000000,5000000,152076691422,41691275264,55636951040,35587.836961,0,0,0,0,0,0,0,0,0,1,0
9,1500,1500,100,500,1.5,600,1000000,10000000,134920240727,28071956480,51360202752,25598.185672,0,0,1,1,0,0,0,0,0,1,0
1,0,0,0,0,0.0,3600,10000,100000000,237812629975,102489124864,106308476928,130533.655211,1,1,0,0,0,0,0,0,0,0,0
